Sensor, CurrentTimeMs, SensorTimestampNano, X, Y, Z
android.sensor.accelerometer,1539005353822,966824952498,7.651869,4.453215,-3.5817258
android.sensor.accelerometer,1539005353841,966844943644,7.680599,4.453215,-3.5817258
android.sensor.accelerometer,1539005353850,966864965310,7.8146744,4.501099,-3.7924154
android.sensor.accelerometer,1539005353870,966884956456,7.52737,4.548983,-3.9456444
android.sensor.accelerometer,1539005353890,966904947602,7.5561004,4.5681367,-3.8115692
android.sensor.accelerometer,1539005353910,966924938748,7.872135,4.606444,-3.667917
android.sensor.accelerometer,1539005353930,966944960415,7.9391727,4.606444,-3.7828386
android.sensor.accelerometer,1539005353950,966964951560,7.8529816,4.5777135,-4.1371803
android.sensor.accelerometer,1539005353970,966984942706,8.00621,4.548983,-4.3382936
android.sensor.accelerometer,1539005353989,967004964373,8.073248,4.606444,-4.003105
android.sensor.accelerometer,1539005354010,967024955519,7.7667904,4.6160207,-3.9456444
android.sensor.accelerometer,1539005354029,967044946665,7.517793,4.6351743,-3.916914
android.sensor.accelerometer,1539005354050,967064937810,7.7093296,4.644751,-4.1276035
android.sensor.accelerometer,1539005354069,967084959477,7.9104424,4.673482,-4.55856
android.sensor.accelerometer,1539005354089,967104950623,8.101978,4.663905,-4.280833
android.sensor.accelerometer,1539005354109,967124941769,7.9104424,4.5681367,-3.9743748
android.sensor.accelerometer,1539005354130,967144963435,7.5082164,4.548983,-3.964798
android.sensor.accelerometer,1539005354152,967164954581,7.6231384,4.6160207,-4.367024
android.sensor.accelerometer,1539005354169,967184945727,7.7667904,4.5777135,-4.223372
android.sensor.accelerometer,1539005354189,967204936873,7.680599,4.6351743,-3.9360676
android.sensor.accelerometer,1539005354210,967224958540,7.565677,4.673482,-3.667917
android.sensor.accelerometer,1539005354230,967244949685,7.7093296,4.673482,-3.4859576
android.sensor.accelerometer,1539005354249,967264940831,7.97748,4.7884035,-3.074155
android.sensor.accelerometer,1539005354269,967284962498,7.699753,4.9416323,-3.5817258
android.sensor.accelerometer,1539005354290,967304953644,7.52737,4.9320555,-3.964798
android.sensor.accelerometer,1539005354309,967324944790,7.680599,4.3287168,-4.357447
android.sensor.accelerometer,1539005354329,967344966456,7.4603324,5.7365074,-3.514688
android.sensor.accelerometer,1539005354349,967364957602,8.0445175,4.76925,-3.1890767
android.sensor.accelerometer,1539005354370,967384948748,7.6614456,5.085284,-2.7485435
android.sensor.accelerometer,1539005354390,967404939894,7.4603324,4.960786,-3.083732
android.sensor.accelerometer,1539005354410,967424961560,7.469909,4.9320555,-3.4476504
android.sensor.accelerometer,1539005354430,967444952706,7.4603324,5.056554,-3.217807
android.sensor.accelerometer,1539005354450,967464943852,7.795521,5.1235914,-3.0933087
android.sensor.accelerometer,1539005354470,967484965519,7.747637,4.855441,-2.4899697
android.sensor.accelerometer,1539005354490,967504956665,7.192182,5.133168,-2.5187001
android.sensor.accelerometer,1539005354510,967524947810,7.192182,5.1235914,-3.083732
android.sensor.accelerometer,1539005354529,967544938956,7.6135616,5.1140146,-3.9935284
android.sensor.accelerometer,1539005354549,967564960623,7.8146744,5.0374002,-4.050989
android.sensor.accelerometer,1539005354570,967584951769,7.776367,5.104438,-3.763685
android.sensor.accelerometer,1539005354590,967604942915,7.728483,5.171476,-3.3901896
android.sensor.accelerometer,1539005354610,967624964581,7.680599,5.171476,-3.1794999
android.sensor.accelerometer,1539005354629,967644955727,7.575254,5.171476,-3.2561142
android.sensor.accelerometer,1539005354650,967664946873,7.6614456,5.209783,-3.1986535
