Sensor, CurrentTimeMs, SensorTimestampNano, X, Y, Z
android.sensor.gyroscope,1539009082780,4695790964790,-0.101630524,-0.015603243,-0.008691739
android.sensor.gyroscope,1539009082803,4695810955935,-0.10407399,-0.06080727,0.012060225
android.sensor.gyroscope,1539009082815,4695830947081,-0.079639375,-0.1341111,0.015725417
android.sensor.gyroscope,1539009082836,4695850938227,-0.041765727,-0.18908897,0.0035081117
android.sensor.gyroscope,1539009082855,4695870959894,-0.035657078,-0.092572264,-0.008691739
android.sensor.gyroscope,1539009082875,4695890951040,-0.102852255,-0.022933627,0.012060225
android.sensor.gyroscope,1539009082895,4695910942185,-0.11506956,-0.018046705,0.037716564
android.sensor.gyroscope,1539009082919,4695930963852,-0.058869954,-0.025377087,0.04993387
android.sensor.gyroscope,1539009082935,4695950954998,-0.01855285,-0.046146505,0.029164452
android.sensor.gyroscope,1539009082955,4695970946144,-0.035657078,-0.063250735,-0.023352506
android.sensor.gyroscope,1539009082975,4695990937290,-0.04909611,-0.042481314,-0.020909045
android.sensor.gyroscope,1539009082995,4696010958956,-0.025883233,-0.047368236,0.02794272
android.sensor.gyroscope,1539009083015,4696030950102,-0.0014486233,-0.062029,0.062151175
android.sensor.gyroscope,1539009083035,4696050941248,-0.023439772,-0.019268434,0.014503686
android.sensor.gyroscope,1539009083055,4696070962915,0.0034208454,-0.037594393,0.0047298423
android.sensor.gyroscope,1539009083075,4696090954060,0.03885103,-0.018046705,0.034051374
android.sensor.gyroscope,1539009083104,4696110945206,0.030298917,0.05401794,0.058485985
android.sensor.gyroscope,1539009083115,4696130966873,-0.011222467,0.08822639,0.030386182
android.sensor.gyroscope,1539009083138,4696150958019,-0.016109388,0.038135443,0.0047298423
android.sensor.gyroscope,1539009083155,4696170949165,-0.0527613,0.07723082,-0.0038048178
android.sensor.gyroscope,1539009083175,4696190940310,-0.08330456,0.2690425,-0.013578662
android.sensor.gyroscope,1539009083199,4696210961977,-0.09918706,0.40098938,-0.030682888
android.sensor.gyroscope,1539009083215,4696230953123,-0.086969756,0.32279864,-0.042900193
android.sensor.gyroscope,1539009083235,4696250944269,-0.031991884,0.19818214,-0.00991347
android.sensor.gyroscope,1539009083255,4696270965935,0.019303342,0.10533062,0.0035081117
android.sensor.gyroscope,1539009083275,4696290957081,0.03885103,0.0564614,-0.008691739
android.sensor.gyroscope,1539009083295,4696310948227,0.020525072,0.05035275,-0.018465584
android.sensor.gyroscope,1539009083315,4696330939373,0.026633725,0.03324852,-0.03312635
android.sensor.gyroscope,1539009083335,4696350961040,0.08527679,0.007592182,-0.050230574
android.sensor.gyroscope,1539009083355,4696370952185,0.096272364,-0.015603243,-0.07588691
android.sensor.gyroscope,1539009083375,4696390943331,0.04373795,0.008813913,-0.07955211
android.sensor.gyroscope,1539009083399,4696410964998,-0.0051138145,0.06012659,-0.08688249
android.sensor.gyroscope,1539009083415,4696430956144,-0.016109388,0.049131017,-0.077108644
android.sensor.gyroscope,1539009083439,4696450947290,9.773844E-4,0.035691984,-0.019687314
android.sensor.gyroscope,1539009083457,4696470938435,-0.0026703537,0.121213116,0.020612339
android.sensor.gyroscope,1539009083478,4696490960102,-0.0063355453,0.21895155,0.012060225
android.sensor.gyroscope,1539009083495,4696510951248,0.010751228,0.19329521,0.018168878
android.sensor.gyroscope,1539009083515,4696530942394,0.019303342,0.119991384,0.07192502
android.sensor.gyroscope,1539009083535,4696550964060,-0.030770155,0.112661004,0.12201597
android.sensor.gyroscope,1539009083555,4696570955206,-0.11873475,0.13709562,0.11102039
android.sensor.gyroscope,1539009083580,4696590946352,-0.15905185,0.08089601,0.08047713
android.sensor.gyroscope,1539009083595,4696610937498,-0.08941322,0.067456976,0.040160026
android.sensor.gyroscope,1539009083619,4696630959165,0.04740314,0.09433505,0.0035081117
android.sensor.gyroscope,1539009083635,4696650950310,0.14269812,0.05035275,-0.0038048178
android.sensor.gyroscope,1539009083655,4696670941456,0.18057176,0.017366026,0.008395034
android.sensor.gyroscope,1539009083675,4696690963123,0.12559389,0.05279621,0.0047298423
android.sensor.gyroscope,1539009083695,4696710954269,0.052290063,0.17130406,-0.039235003
android.sensor.gyroscope,1539009083719,4696730945415,0.07672467,0.21895155,-0.1113171
android.sensor.gyroscope,1539009083740,4696750967081,0.18545869,0.18352138,-0.12842132
android.sensor.gyroscope,1539009083755,4696770958227,0.2502104,0.06501351,-0.10520845
android.sensor.gyroscope,1539009083779,4696790949373,0.17568484,-0.10845476,-0.049008846
android.sensor.gyroscope,1539009083799,4696810940519,0.059620447,-0.03270747,-0.0062482785
android.sensor.gyroscope,1539009083818,4696830962185,-0.056426495,0.02469641,0.030386182
