Sensor, CurrentTimeMs, SensorTimestampNano, X, Y, Z
android.sensor.gyroscope,1539005553685,1166697954581,2.1730046,0.6429444,0.38582247
android.sensor.gyroscope,1539005553706,1166717945727,1.8394723,0.7284655,0.6411641
android.sensor.gyroscope,1539005553722,1166737967394,1.3886538,0.2629862,0.63139033
android.sensor.gyroscope,1539005553744,1166757958540,1.2420461,-0.02776819,0.50921726
android.sensor.gyroscope,1539005553763,1166777949685,1.3067979,0.08339183,0.4065919
android.sensor.gyroscope,1539005553782,1166797940831,1.2383809,0.28864256,0.36749652
android.sensor.gyroscope,1539005553802,1166817962498,0.94027865,0.32407275,0.27707103
android.sensor.gyroscope,1539005553824,1166837953644,0.5994159,0.14325662,0.13535029
android.sensor.gyroscope,1539005553842,1166857944790,0.5077861,0.08583529,0.018064158
android.sensor.gyroscope,1539005553862,1166877966456,0.6287374,0.44502404,-0.080878556
android.sensor.gyroscope,1539005553883,1166897957602,0.46869072,0.5354321,-0.11630874
android.sensor.gyroscope,1539005553904,1166917948748,0.2512227,0.3142989,-0.044226643
android.sensor.gyroscope,1539005553922,1166937939894,-0.19835667,-0.06930702,-0.03567453
android.sensor.gyroscope,1539005553942,1166957961560,-0.19591321,-0.094963364,-2.443461E-4
android.sensor.gyroscope,1539005553964,1166977952706,-0.10550515,0.05651376,0.035168383
android.sensor.gyroscope,1539005553982,1166997943852,-0.032201324,0.022305308,0.04738569
android.sensor.gyroscope,1539005554003,1167017965519,-0.08840092,-0.011885692,0.09869837
android.sensor.gyroscope,1539005554022,1167037956665,-0.25333455,-0.02776819,0.08892453
android.sensor.gyroscope,1539005554042,1167057947810,-0.3046472,0.043074727,0.0437205
android.sensor.gyroscope,1539005554062,1167077938956,-0.2606649,0.16524777,-0.011239921
android.sensor.gyroscope,1539005554082,1167097960623,-0.17758726,0.15547393,-0.07599164
android.sensor.gyroscope,1539005554102,1167117951769,-0.13360496,-0.021659536,-0.10775663
android.sensor.gyroscope,1539005554124,1167137942915,-0.13849187,-0.12428489,-0.11264355
android.sensor.gyroscope,1539005554142,1167157964581,-0.15437438,-0.12428489,-0.06866125
android.sensor.gyroscope,1539005554162,1167177955727,-0.20935224,-0.020437805,-0.010018189
android.sensor.gyroscope,1539005554183,1167197946873,-0.26310837,0.10293952,0.0046251225
android.sensor.gyroscope,1539005554202,1167217938019,-0.23745205,0.09927433,-0.008796459
android.sensor.gyroscope,1539005554222,1167237959685,-0.15070918,0.017418386,-0.016126841
android.sensor.gyroscope,1539005554242,1167257950831,-0.056635935,-0.036320303,-0.021013765
android.sensor.gyroscope,1539005554262,1167277941977,-0.027314402,-0.048537605,-0.018570304
android.sensor.gyroscope,1539005554282,1167297963644,-0.06274459,0.050405107,-0.022235494
android.sensor.gyroscope,1539005554302,1167317954790,-0.09328785,0.12981759,-0.032009337
android.sensor.gyroscope,1539005554322,1167337945935,-0.084735736,0.13226105,-0.03933972
android.sensor.gyroscope,1539005554342,1167357967602,-0.032201324,0.06262241,-0.021013765
android.sensor.gyroscope,1539005554362,1167377958748,-4.363323E-4,0.060178954,-0.002687807
android.sensor.gyroscope,1539005554382,1167397949894,-0.0016580628,0.1628043,0.0046251225
android.sensor.gyroscope,1539005554402,1167417941040,-0.018762289,0.21900392,0.05227261
android.sensor.gyroscope,1539005554422,1167437962706,-0.008988446,0.21289526,0.095033176
android.sensor.gyroscope,1539005554442,1167457953852,0.022759093,0.18846065,0.06937684
android.sensor.gyroscope,1539005554462,1167477944998,0.059411008,0.182352,-0.005131268
android.sensor.gyroscope,1539005554482,1167497966665,0.082623884,0.06262241,-0.058887407
android.sensor.gyroscope,1539005554502,1167517957810,0.08873254,-0.14016739,-0.0625526
android.sensor.gyroscope,1539005554522,1167537948956,0.1192758,-0.24767968,-0.055222217
android.sensor.gyroscope,1539005554542,1167557940102,0.09606292,-0.18414968,-0.052778758
android.sensor.gyroscope,1539005554562,1167577961769,-0.0077667153,-0.050981067,-0.040561453
android.sensor.gyroscope,1539005554582,1167597952915,-0.09450958,0.071174525,-0.0039095376
android.sensor.gyroscope,1539005554602,1167617944060,-0.0993965,0.04796165,-0.002687807
android.sensor.gyroscope,1539005554622,1167637965727,-0.06274459,-0.071750484,-0.027122416
android.sensor.gyroscope,1539005554642,1167657956873,-0.030979594,-0.11573278,-0.03933972
android.sensor.gyroscope,1539005554663,1167677948019,0.006876597,-0.07785914,-0.03567453
android.sensor.gyroscope,1539005554682,1167697939165,0.021537364,-0.05953318,-0.03323107
android.sensor.gyroscope,1539005554703,1167717960831,-0.0016580628,-0.050981067,-0.040561453
android.sensor.gyroscope,1539005554723,1167737951977,-0.033423055,-0.0082205,-0.051557027
android.sensor.gyroscope,1539005554742,1167757943123,-0.07740535,0.0540703,-0.047891833
android.sensor.gyroscope,1539005554763,1167777964790,-0.1397136,0.12859586,-0.0136833815
android.sensor.gyroscope,1539005554783,1167797955935,-0.21301743,0.25687757,0.036390115
android.sensor.gyroscope,1539005554802,1167817947081,-0.31686452,0.5146627,0.09014626
android.sensor.gyroscope,1539005554823,1167837938227,-0.33885568,0.29597294,0.054716073
android.sensor.gyroscope,1539005554843,1167857959894,-0.2802126,0.18968238,0.014398966
android.sensor.gyroscope,1539005554862,1167877951040,-0.19713494,0.14081316,-0.011239921
android.sensor.gyroscope,1539005554895,1167897942185,-0.115279,0.09072221,0.0070685833
